"","Year","EventType","Actor1","Actor2","Country","Region","Location","ConflictLat","ConflictLong","StationID","YrMoDy","MaxTemp","StationName","StationLong","StationLat","TempCat"
"10984",2006,"Battles","Military Forces of Burundi (2005-)","PALIPEHUTU-FNL: National Forces for the Liberation of the Hutu People","Burundi","Bubanza","Musigati",-3.07,29.44,643900,20060525,80.59,"BUJUMBURA",29.31,-3.31,"M"
"8187",2001,"Riots","Protesters (Sudan)","Police Forces of Sudan (1989-)","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20010226,78.8,"KHARTOUM",32.54,15.6,"C"
"4160",2009,"Battles","Vigilante Militia (Kenya)","Mungiki Sect (Kenya)","Kenya","Mathira East District","Karatina",-1,36.76,637410,20091026,73.59,"DAGORETTI CORNER",36.75,-1.29,"M"
"24896",1998,"Battles","RUF: Revolutionary United Front of Sierra Leone","ECOMOG: Economic Community of West African States Monitoring Group (Sierra Leone)","Sierra Leone","Northern","Kamalo",9.39,-12.25,618180,19981121,89.19,"KINDIA",-12.86,10.05,"M"
"357",2000,"Battles","Hutu Rebels","Military Forces of Burundi (1996-2005)","Burundi","Ruyigi","Nyabitsinda",-3.56,30.27,637260,20000724,60.79,"KABALE",29.98,-1.25,"C"
"32902",1998,"Battles","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Bahr el Ghazal","Wau",7.69,28,646590,19980127,98.09,"OBO",26.5,5.4,"H"
"31583",2002,"Battles","RRA: Rahanweyn Resistance Army","TFG forces: Transitional Federal Government forces (Somalia)","Somalia","Bay","Baidoa",3.11,43.65,636240,20020609,95.69,"MANDERA",41.86,3.93,"M"
"17711",2002,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (Zimbabwe)","Zimbabwe","Manicaland","Rusape",-18.73,32.03,678810,20020107,84.59,"RUSAPE",32.13,-18.53,"H"
"31068",2004,"Battles","FACA: Military Forces of Central African Republic (2003-)","PRL: Redeemed Patriots Former Liberators","Central African Republic","Ouham-Pende","Bocaranga",6.98,15.64,647060,20041029,95,"MOUNDOU",16.06,8.56,"M"
"17622",1998,"Battles","ADF: Allied Democratic Forces","UPDF: Military Forces of Uganda (1986-)","Uganda","Kasese","Rwenzori Mountains",0.38,29.89,636740,19980706,84.59,"KASESE",30.1,0.18,"M"
"26187",2002,"Riots","Protesters (Benin)","Police Forces of Benin (1996-2006)","Benin","Littoral","Cotonou",6.34,2.43,653440,20020425,90,"COTONOU",2.38,6.34,"M"
"9878",2000,"Battles","BNP: Basotho National Party (Lesotho)","Police Forces of Lesotho (1998-)","Lesotho","Maseru District","Maseru",-29.31,27.48,684490,20001116,80.09,"FICKSBURG",27.89,-28.81,"M"
"29849",2009,"Violence against civilians","Civilians (Nigeria)","Boko Haram Militia (Nigeria)","Nigeria","Borno State","Maiduguri",11.84,13.15,650820,20090723,93.4,"MAIDUGURI",13.08,11.85,"M"
"24533",2009,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (DRC)","Democratic Republic of Congo","Haut-Uele","Doruma in Dungu",4.73,27.7,628800,20090828,88.69,"WAU",28.01,7.69,"C"
"16500",2001,"Battles","LURD: Liberians for Reconciliation and Democracy","Military Forces of Liberia (1997-2003)","Liberia","Nimba","Sawmill",7.55,-8.56,618490,20011213,84.19,"NZEREKORE",-8.3,7.75,"M"
"12123",2001,"Violence against civilians","Rioters (DRC)","Civilians (DRC)","Democratic Republic of Congo","Ituri","Aru",2.86,30.85,636020,20010619,81.5,"ARUA",30.91,3.04,"M"
"12415",2001,"Riots","Protesters (Mozambique)","","Mozambique","Maputo","Maputo",-25.96,32.58,673410,20011010,81.69,"MAPUTO/MAVALANE",32.56,-25.91,"M"
"20467",2007,"Riots","Protesters (WOZA - Women of Zimbabwe Arise)","","Zimbabwe","Harare","Harare",-17.83,31.04,677750,20071015,86,"HARARE (KUTSAGA)",31.13,-17.91,"H"
"26281",1997,"Battles","Military Forces of Ethiopia (1991-)","Al-Ittihad Al-Islam (Islamic Unity)","Somalia","Gedo","Luuq",3.79,42.54,636240,19970612,90.09,"MANDERA",41.86,3.93,"M"
"14136",2008,"Violence against civilians","Civilians (Nigeria)","Military Forces of Nigeria-Joint Task Force (2007-)","Nigeria","Rivers State","Kula",4.34,6.64,648100,20080913,82.4,"MALABO",8.76,3.75,"M"
"1165",2008,"Battles","Police Forces of Kenya (2002-)","Mungiki Sect (Kenya)","Kenya","Muranga District","Muranga",-0.71,37.15,637170,20080619,66.59,"NYERI",36.96,-0.43,"C"
"30116",2000,"Battles","Unidentified Armed Group (Liberia)","Military Forces of Guinea (1984-2008)","Guinea","Kissidougou","Yende",8.58,-10.31,618290,20001207,93.9,"KANKAN",-9.3,10.38,"M"
"7592",2007,"Violence against civilians","Police Forces of Zimbabwe  (1980-)","Civilians (MDC - Movement for Democratic Change)","Zimbabwe","Harare","Harare",-17.83,31.04,677750,20070424,77.9,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"10172",2008,"Battles","Bedouin Militia (Egypt)","Police Forces of Egypt","Egypt","Shamal Sina'","North Sinai",31.5,34,623370,20081111,80.19,"EL ARISH",33.81,31.08,"M"
"28287",2003,"Violence against civilians","Unidentified Armed Group (Ivory Coast)","Civilians (Ivory Coast)","Ivory Coast","Tiebissou","Tiebissou",7.16,-5.22,655630,20030115,91.8,"YAMOUSSOUKRO",-5.34,6.9,"M"
"24846",2006,"Violence against civilians","Unidentified Armed Group (South Africa)","Civilians (South Africa)","South Africa","KwaZulu-Natal Province","Richards Bay",-28.79,32.09,684970,20061225,89.09,"MTUNZINI",31.7,-28.95,"M"
"4613",2008,"Violence against civilians","Unidentified Armed Group (South Africa)","Civilians (South Africa)","South Africa","Eastern Cape Province","Patensie",-33.75,24.81,688420,20080417,74.69,"PORT ELIZABETH",25.61,-33.98,"M"
"8332",2002,"Battles","Hutu Rebels","Military Forces of Burundi (1996-2005)","Burundi","Kayanza","Rahango",-2.91,29.61,637260,20021122,78.8,"KABALE",29.98,-1.25,"H"
"24594",1999,"Violence against civilians","Civilians (Kenya)","Unidentified Armed Group (Kenya)","Kenya","Garissa District","""Farayan, near Garissa town""",-0.45,39.65,637230,19991224,88.9,"GARISSA",39.63,-0.46,"C"
"25572",2004,"Violence against civilians","Ogaden clan militia","Civilians (Somalia)","Somalia","Bakool","Habow",3.98,42.43,636240,20041210,89.59,"MANDERA",41.86,3.93,"C"
"418",2004,"Violence against civilians","Unidentified Armed Group (South Africa)","Civilians (United Kingdom)","South Africa","Gauteng Province","Johannesburg",-26.2,28.04,683680,20040627,61,"JOHANNESBURG INTNL.",28.23,-26.14,"C"
"5886",2007,"Riots","Rioters (Kenya)","","Kenya","Nairobi District","Mathare",-1.28,36.81,637400,20071231,76.09,"JOMO KENYATTA INTL",36.91,-1.31,"M"
"24019",2007,"Riots","Protesters (Zimbabwe)","","Zimbabwe","Harare","Harare",-17.83,31.04,677750,20071122,88.3,"HARARE (KUTSAGA)",31.13,-17.91,"H"
"9081",2007,"Battles","Police Forces of Kenya (2002-)","SLDF: Sabaot Land Defence Force (Kenya)","Kenya","Mt. Elgon District","Mt. Elgon",1.13,34.54,636610,20070417,79.19,"KITALE",35,1.01,"M"
"4852",1999,"Violence against civilians","Unidentified Armed Group (DRC)","Civilians (Zambia)","Zambia","Northern","Lambwe",-12.44,32.01,675860,19990908,75.19,"LILONGWE INTL AIRPO",33.76,-13.78,"M"
"5383",2002,"Violence against civilians","Unidentified Armed Group (Kenya)","Civilians (Kenya)","Kenya","Marakwet District","Kapen",2.01,35.15,636610,20021122,75.4,"KITALE",35,1.01,"M"
"25308",2001,"Violence against civilians","Military Forces of Guinea (1984-2008)","Civilians (Sierra Leone)","Sierra Leone","Northern","Kambia",9.11,-12.91,618320,20010218,89.59,"CONAKRY/GBESSIA",-13.61,9.56,"M"
"29999",1997,"Battles","NLA: National Liberation Army of Iran","Military Forces of Sudan (1989-)","Sudan","Blue Nile","Malawaya area",15.26,36.2,627300,19971206,93.69,"KASSALA",36.4,15.46,"M"
"10351",1999,"Violence against civilians","Unidentified Armed Group (Burundi)","Civilians (Burundi)","Burundi","Ruyigi","Nyamunazi",-3.69,30.37,643870,19990414,80.59,"KIGALI INTL",30.13,-1.96,"M"
"21589",2000,"Riots","Protesters (Gabon)","Police Forces of Gabon (1967-2009)","Gabon","Estuaire","Libreville",0.39,9.45,645000,20000119,86.9,"LIBREVILLE",9.41,0.44,"M"
"4733",2003,"Violence against civilians","Police Forces of Zimbabwe  (1980-)","Civilians (Zimbabwe)","Zimbabwe","Mashonaland East","Marondera West",-18.18,31.54,678770,20030404,75,"GRASSLANDS",31.46,-18.18,"M"
"6032",2001,"Battles","Samburu Ethnic Militia (Kenya)","Borana Ethnic Group (Kenya)","Kenya","Samburu National Reserve","Serolevi in Wamba division",1.02,36.95,636950,20010208,76.5,"MERU",37.65,0.08,"M"
"30168",2005,"Violence against civilians","Ogaden clan militia","Civilians (Somalia)","Somalia","Middle Juba","Buale Town",1.08,42.58,636710,20050615,93.9,"WAJIR",40.06,1.75,"M"
"31986",2002,"Battles","Mutiny of Military Soliders of Niger (1999-2010)","Military Forces of Niger (1999-2010)","Niger","Diffa","Diffa",13.31,12.6,610850,20020803,96.4,"DIFFA",12.78,13.41,"M"
"21532",1998,"Battles","LRA: Lord's Resistance Army","UPDF: Military Forces of Uganda (1986-)","Uganda","Lira District","Lira",2.23,32.9,636580,19980528,86.9,"SOROTI",33.61,1.71,"M"
"23848",2006,"Battles","UPDF: Military Forces of Uganda (1986-)","ADF: Allied Democratic Forces","Uganda","Bundibugyo District","Bwamba",0.74,30.04,636740,20061028,88.19,"KASESE",30.1,0.18,"M"
"4953",2001,"Violence against civilians","Hutu Rebels","Civilians (Burundi)","Burundi","Bujumbura","Nyabiraba",-3.46,29.48,637260,20011024,75.19,"KABALE",29.98,-1.25,"M"
"30511",2009,"Violence against civilians","Civilians (France)","Unidentified Armed Group (Nigeria)","Nigeria","Rivers State","Bonny Island",4.44,7.23,652500,20090301,94.09,"PORT HARCOURT",7.01,4.84,"H"
"23102",2004,"Riots","Protesters (Nigeria)","MOSOP: Movement for the Survival of the Ogoni People","Nigeria","Rivers State","Port Harcourt",4.78,6.99,650020,20041120,87.8,"ENUGU",7.56,6.46,"M"
"16865",2004,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (MDC - Movement for Democratic Change)","Zimbabwe","Harare","Kambuzuma",-17.85,30.96,677750,20041022,84.19,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"20161",2004,"Riots","Protesters (Algeria)","","Algeria","Ouargla","Touggourt",33.09,6.06,605550,20040225,86,"TOUGGOURT",6.13,33.11,"M"
"35327",2005,"Battles","MFDC: Movement of Democratic Forces in the Casamance (Front Nord)","Military Forces of Senegal (2000-)","Senegal","Tambacounda","Tuabo",14.97,-12.46,616300,20050519,107.19,"MATAM",-13.25,15.61,"M"
"2409",1997,"Riots","Protesters (Kenya)","","Kenya","Nakuru District","Nakuru",-0.28,36.06,637140,19970711,70.9,"NAKURU",36.09,-0.26,"C"
"14553",2000,"Battles","LRA: Lord's Resistance Army","UPDF: Military Forces of Uganda (1986-)","Uganda","Mubende District","Kasambya",0.75,31.5,636540,20000906,82.8,"MASINDI",31.71,1.68,"M"
"34693",2010,"Violence against civilians","ARPD: Popular Army for the Restoration of Democracy Militia (CAR)","Civilians (Chad)","Central African Republic","Ouham-Pende","Paoua",7.25,16.43,646100,20100217,103.09,"BOSSANGOA",17.43,6.48,"H"
"7357",2001,"Violence against civilians","Hutu Rebels","Civilians (Burundi)","Burundi","Bujumbura","Masama",-3.56,29.37,643870,20010731,77.69,"KIGALI INTL",30.13,-1.96,"C"
"20076",2003,"Battles","Unidentified Armed Group (Somalia)","TFG forces: Transitional Federal Government forces (Somalia)","Somalia","Lower Juba","Kismayo",-0.36,42.53,637720,20030529,86,"LAMU",40.83,-2.2,"M"
"17445",2010,"Battles","Military Forces of Algeria (1999-)","AQLIM: Al-Qaeda in Islamic Maghreb","Algeria","Setif","Mechtat el Hammama",36.41,5.7,603510,20100705,84.19,"JIJEL-ACHOUAT",5.88,36.79,"M"
"12837",2002,"Riots","","Rioters (Ethiopia)","Ethiopia","Welega","Arb Gebeya",8.71,38.09,634500,20020403,82,"ADDIS ABABA-BOLE",38.75,9.03,"H"
"31779",2007,"Violence against civilians","Military Forces of Central African Republic: Presidential Guard (2003-)","Civilians (CAR)","Central African Republic","Ouham-Pende","Paoua",7.25,16.43,647060,20070127,95.9,"MOUNDOU",16.06,8.56,"M"
"4985",2002,"Violence against civilians","Police Forces of Zimbabwe  (1980-)","Civilians (Zimbabwe)","Zimbabwe","Harare","Harare",-17.83,31.04,677750,20020504,75.19,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"15484",1999,"Battles","Military Forces of Democratic Republic of Congo (1997-2003)","MLC: Congolese Liberation Movement","Democratic Republic of Congo","Equateur","Businga",3.33,20.88,646650,19990609,83.5,"MOBAYE",21.18,4.31,"C"
"28547",2008,"Violence against civilians","Police Forces of Zimbabwe  (1980-)","Civilians (Zimbabwe)","Zimbabwe","Bulawayo","Bulawayo",-20.14,28.57,679650,20080213,92.09,"BULAWAYO AIRPORT",28.61,-20.01,"H"
"20137",2003,"Violence against civilians","MODEL: Movement for Democracy in Liberia","Civilians (Liberia)","Liberia","River Cess County","Yapa",5.71,-9.61,618490,20031029,86,"NZEREKORE",-8.3,7.75,"M"
"23202",2005,"Riots","","Protesters (Ivory Coast)","Ivory Coast","Abidjan","Abidjan",5.34,-4.02,655780,20051030,87.8,"ABIDJAN",-3.93,5.25,"M"
"23705",2010,"Battles","Unidentified Armed Group (South Africa)","Police Forces of South Africa (2009-)","South Africa","Eastern Cape Province","Mdantsane",-32.95,27.76,688580,20100519,88,"EAST LONDON",27.83,-33.03,"H"
"27640",2003,"Battles","Military Forces of Senegal (2000-)","MFDC: Movement of Democratic Forces in the Casamance","Senegal","Ziguinchor","Kaguite",12.39,-16.39,616950,20030129,91.4,"ZIGUINCHOR",-16.26,12.55,"M"
"16961",2005,"Violence against civilians","Civilians (Uganda)","LRA: Lord's Resistance Army","Uganda","Lira Distirct","Apalla",2.38,33.04,636304,20050801,84.19,"LIRA",32.9,2.25,"M"
"33524",1999,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Western Upper Nile","Kosti-Juba river in Adok",8.18,30.31,628400,19990518,99.5,"MALKAL",31.64,9.55,"M"
"16385",2000,"Battles","ADF: Allied Democratic Forces","UPDF: Military Forces of Uganda (1986-)","Uganda","Kabarole District","Burahya",0.69,30.26,636740,20001119,84.19,"KASESE",30.1,0.18,"M"
"35505",1999,"Violence against civilians","SPLA/M: Sudanese People's Liberation Army/Movement","Civilians (Sudan)","Sudan","Blue Nile","Malawaya area",15.26,36.2,627300,19990331,109.4,"KASSALA",36.4,15.46,"H"
"10800",2003,"Battles","Military Forces of Ethiopia (1991-)","ONLF: Ogaden National Liberation Front","Ethiopia","Garbo District","Garbo",9.03,35.04,628050,20030824,80.59,"DAMAZINE",34.38,11.78,"C"
"23440",2008,"Riots","Police Forces of Guinea (1984-2008)","Protesters (Guinea)","Guinea","Conakry","Conakry",9.5,-13.71,618320,20081102,87.8,"CONAKRY/GBESSIA",-13.61,9.56,"M"
"13163",1999,"Violence against civilians","MFDC: Movement of Democratic Forces in the Casamance (Front Sud)","Civilians (Senegal)","Senegal","Sedhiou","Samine",12.48,-15.61,616950,19990729,82.4,"ZIGUINCHOR",-16.26,12.55,"C"
"11593",2002,"Battles","Military Forces of Burundi (1996-2005)","Hutu Rebels","Burundi","Bujumbura","Kanyosha",-3.41,29.4,643870,20020116,81,"KIGALI INTL",30.13,-1.96,"M"
"22507",1997,"Riots","SPLA/M: Sudanese People's Liberation Army/Movement","Military Forces of Sudan (1989-)","Sudan","Central Equatoria","Morobo",3.69,30.77,636020,19970308,87.8,"ARUA",30.91,3.04,"H"
"5295",2009,"Violence against civilians","ZNA: Military Forces of Zimbabwe (1980-)","Civilians (Zimbabwe)","Zimbabwe","Mashonaland Central","Mazowe",-17.51,30.96,677750,20090606,75.19,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"22081",2003,"Violence against civilians","MODEL: Movement for Democracy in Liberia","Civilians (Liberia)","Liberia","Sinoe","Bafu",5.17,-9.27,655920,20031102,87.09,"TABOU",-7.36,4.41,"M"
"30820",2008,"Riots","Rioters (Kenya)","","Kenya","Coast Province","Mwatate",-3.5,38.38,637930,20080114,94.59,"VOI",38.56,-3.4,"H"
"25068",2009,"Violence against civilians","Al Shabaab (Somalia)","Civilians (Somalia)","Somalia","Middle Juba","Jilib District",0.48,42.76,636710,20091108,89.4,"WAJIR",40.06,1.75,"M"
"17997",1999,"Riots","","Rioters (Ivory Coast)","Ivory Coast","Abidjan","Abidjan",5.34,-4.02,655780,19991016,84.9,"ABIDJAN",-3.93,5.25,"M"
"9630",2007,"Battles","Party of National Unity Militia (Kenya)","ODM: Orange Democratic Movement (Kenya)","Kenya","Nairobi District","Nairobi",-1.28,36.81,637400,20071214,79.69,"JOMO KENYATTA INTL",36.91,-1.31,"M"
"33915",2004,"Battles","UPDF: Military Forces of Uganda (1986-)","LRA: Lord's Resistance Army","Uganda","Pader District","Pader",3.04,33.21,636120,20040310,100.4,"LODWAR",35.61,3.11,"H"
"8102",1998,"Violence against civilians","Police Forces of Kenya (1978-2002)","Civilians (Kenya)","Kenya","Nyeri District","Nyeri",-0.41,36.95,637170,19981005,78.8,"NYERI",36.96,-0.43,"M"
"15364",2006,"Battles","Military Forces of Burundi (2005-)","PALIPEHUTU-FNL: National Forces for the Liberation of the Hutu People","Burundi","Bujumbura","Bujumbura",-3.37,29.35,643900,20060706,83.3,"BUJUMBURA",29.31,-3.31,"M"
"18863",2007,"Violence against civilians","Police Forces of Zimbabwe  (1980-)","Civilians (Zimbabwe)","Zimbabwe","Harare","Harare",-17.83,31.04,677750,20071103,85.3,"HARARE (KUTSAGA)",31.13,-17.91,"H"
"4658",2002,"Violence against civilians","ZNA: Military Forces of Zimbabwe (1980-)","Civilians (Zimbabwe)","Zimbabwe","Manicaland","Dombotombo",-18.56,31.91,678810,20020310,74.8,"RUSAPE",32.13,-18.53,"M"
"8919",2009,"Violence against civilians","Unidentified Armed Group (Zimbabwe)","Civilians (Zimbabwe)","Zimbabwe","Mashonaland West","Chinhoyi",-17.36,30.2,677750,20091030,79,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"27421",1999,"Battles","MPLA:  Popular Movement for the Liberation of Angola (1961-)","","Angola","Cuando Cubango","Jamba",-17.5,22.66,680260,19990922,91.4,"SHAKAWE",21.85,-18.36,"M"
"25256",2000,"Violence against civilians","Unidentified Armed Group (Tanzania)","Civilians (Tanzania)","Tanzania","Zanzibar West","Urban District of Zanzibar",-6.16,39.25,638940,20001107,89.59,"DAR ES SALAAM AIRPO",39.2,-6.86,"M"
"1083",2008,"Riots","Rioters (Palestine)","Border Guard (Egypt)","Egypt","Shamal Sina'","Rafah",31.28,34.23,623370,20080121,66.19,"EL ARISH",33.81,31.08,"C"
"21351",1998,"Riots","Protesters (Zambia)","","Zambia","Lusaka","Lusaka",-15.41,28.28,676650,19980817,86.69,"LUSAKA INTERNATIONA",28.45,-15.31,"M"
"32642",2009,"Battles","Military Forces of Ethiopia (1991-)","ONLF: Ogaden National Liberation Front","Ethiopia","Jijiga Province","Jijiga",9.35,42.79,634710,20090715,97.5,"DIREDAWA",41.84,9.6,"H"
"6466",2002,"Battles","RCD: Rally for Congolese Democracy","Military Forces of Democratic Republic of Congo (1997-2003)","Democratic Republic of Congo","Nord-Kivu","Mangobo",-0.33,28.12,636740,20020514,77,"KASESE",30.1,0.18,"C"
"3690",2000,"Violence against civilians","Unidentified Armed Group (Eritrea)","Civilians (Ethiopia)","Ethiopia","Shewa","Addis Ababa",9.03,38.7,634500,20000212,73.4,"ADDIS ABABA-BOLE",38.75,9.03,"M"
"6120",2001,"Violence against civilians","MDC: Movement for Democratic Change Militia","Civilians (Zimbabwe)","Zimbabwe","Harare","Harare",-17.83,31.04,677750,20010301,76.59,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"11986",2005,"Violence against civilians","Police Forces of Egypt","Civilians (Egypt)","Egypt","Ash Sharqiyah","Kafr el Sheikh",30.8,31.59,624400,20051201,81.3,"ISMAILIA",32.25,30.6,"M"
"11806",2008,"Violence against civilians","Turkana Ethnic Militia (Kenya)","Civilians (Kenya)","Kenya","Rift Valley Province","Aiyam",0.36,36.54,637140,20080304,81.09,"NAKURU",36.09,-0.26,"M"
"31038",2002,"Riots","Protesters (Sudan)","","Sudan","Khartoum","Khartoum",15.54,32.53,627210,20021102,95,"KHARTOUM",32.54,15.6,"M"
"19861",2002,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (Zimbabwe)","Zimbabwe","Mashonaland Central","Guruve",-16.66,30.7,677790,20020301,86,"MOUNT DARWIN",31.58,-16.78,"M"
"24291",1999,"Riots","","UNITA: National Union for the Total Independence of Angola","Angola","Uige","Sanza Pombo",-7.31,16,642100,19991020,88.69,"KINSHASA/NDJILI",15.43,-4.38,"M"
"18410",2003,"Violence against civilians","Civilians (Burundi)","Military Forces of Burundi (1996-2005)","Burundi","Bujumbura","Kinama",-3.33,29.37,638010,20030616,85.09,"KIGOMA",29.66,-4.88,"M"
"6907",2002,"Riots","Protesters (Egypt)","Police Forces of Egypt","Egypt","Al Qahirah","Cairo",30.04,31.25,623660,20020330,77.19,"CAIRO AIRPORT",31.39,30.1,"M"
"23300",2007,"Battles","Unidentified Armed Group (Nigeria)","Unidentified Armed Group (Nigeria)","Nigeria","Rivers State","Port Harcourt",4.78,6.99,648100,20070508,87.8,"MALABO",8.76,3.75,"M"
"2395",2007,"Battles","SLDF: Sabaot Land Defence Force (Kenya)","Police Forces of Kenya (2002-)","Kenya","Mt. Elgon District","Cheptor Village",0.85,34.71,636610,20070808,70.69,"KITALE",35,1.01,"C"
"13646",2003,"Battles","Military Forces of Burundi (1996-2005)","PALIPEHUTU-FNL: National Forces for the Liberation of the Hutu People","Burundi","Bujumbura","Kabezi",-3.5,29.34,638010,20030310,82.4,"KIGOMA",29.66,-4.88,"M"
"32434",2003,"Violence against civilians","Civilians (Uganda)","LRA: Lord's Resistance Army","Uganda","Kitgum District","Kitgum",3.27,32.88,636120,20031030,97,"LODWAR",35.61,3.11,"M"
"27921",2007,"Riots","Protesters (Somalia)","","Somalia","Nugaal","Las Anod",8.46,47.34,631600,20071103,91.4,"BERBERA",45.01,10.41,"M"
"35273",1999,"Riots","Protesters (Sudan)","Police Forces of Sudan (1989-)","Sudan","Khartoum","Omdurman",15.63,32.43,627210,19990927,106.69,"KHARTOUM",32.54,15.6,"M"
"8400",2003,"Riots","Protesters (Zambia)","","Zambia","Lusaka","Lusaka",-15.41,28.28,676650,20030811,78.8,"LUSAKA INTERNATIONA",28.45,-15.31,"M"
"16047",2008,"Battles","Military Forces of Burundi (2005-)","PALIPEHUTU-FNL: National Forces for the Liberation of the Hutu People","Burundi","Bujumbura-Rural","Bugarama",-3.37,29.36,638010,20080416,84,"KIGOMA",29.66,-4.88,"M"
"35275",2000,"Violence against civilians","Civilians (Senegal)","Unidentified Armed Group (Senegal)","Senegal","Kolda","Makagni",13.02,-14.86,616980,20000330,106.69,"KOLDA",-14.96,12.88,"H"
"5311",2009,"Violence against civilians","Police Forces of Uganda (1986-)","Civilians (Uganda)","Uganda","Kampala District","Bugema University",0.31,32.58,637050,20090726,75.19,"ENTEBBE AIRPORT",32.45,0.05,"C"
"19970",2002,"Violence against civilians","LRA: Lord's Resistance Army","Civilians (Uganda)","Uganda","Apac District","Aboke",2.33,32.68,636300,20021012,86,"GULU",32.33,2.75,"M"
"1120",2009,"Battles","Military Forces of Algeria (1999-)","AQLIM: Al-Qaeda in Islamic Maghreb","Algeria","Alger","Algiers",36.76,3.05,603690,20090124,66.19,"ALGER-PORT",3.09,36.76,"M"
"4568",1999,"Riots","Protesters (Zimbabwe)","","Zimbabwe","Harare","Harare",-17.83,31.04,677750,19990618,74.69,"HARARE (KUTSAGA)",31.13,-17.91,"M"
"10537",2001,"Riots","Rioters (Gabon)","","Gabon","Ogooue-Maritime","Port Gentil",-0.71,8.78,645010,20010621,80.59,"PORT-GENTIL",8.75,-0.69,"C"
"4952",2001,"Battles","Military Forces of Burundi (1996-2005)","Hutu Rebels","Burundi","Bujumbura","Mutimbuzi",-3.31,29.36,637260,20011024,75.19,"KABALE",29.98,-1.25,"M"
"5004",2002,"Violence against civilians","Mayi-Mayi Militia","Civilians (DRC)","Democratic Republic of Congo","Kivu","Bukavu",-2.5,28.86,637260,20021016,75.19,"KABALE",29.98,-1.25,"M"
"1843",2008,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (MDC - Movement for Democratic Change)","Zimbabwe","Harare","Epworth",-17.87,31.12,677750,20080811,69.3,"HARARE (KUTSAGA)",31.13,-17.91,"C"
"1977",2001,"Battles","Military Forces of Algeria (1999-)","GSPC: Salafist Group for Preaching and Combat","Algeria","Jijel","Jijel",36.79,5.76,603510,20010319,69.8,"JIJEL-ACHOUAT",5.88,36.79,"M"
"13388",2002,"Riots","Rioters (Madagascar)","Police Forces of Madagascar (1996-2002)","Madagascar","Antananarivo","Antananarivo",-18.91,47.51,670830,20020110,82.4,"ANTANANARIVO/IVATO",47.48,-18.79,"M"
"18315",2001,"Violence against civilians","ZNLWVA: National Liberation War Veterans Association Militia (Zimbabwe)","Civilians (Zimbabwe)","Zimbabwe","Midlands","Mberengwa",-20.48,29.91,679690,20011110,85.09,"WEST NICHOLSON",29.36,-21.04,"M"
"18915",1999,"Battles","Military Forces of Democratic Republic of Congo (1997-2003)","RCD: Rally for Congolese Democracy (Goma)","Democratic Republic of Congo","Equateur","Gwalangu",2.31,18.18,644590,19991124,85.5,"IMPFONDO",18.06,1.61,"M"
"35652",2002,"Violence against civilians","Unidentified Armed Group (Sudan)","Civilians (Sudan)","Sudan","Kordofan","Shobali",15.61,31.96,627210,20020428,113,"KHARTOUM",32.54,15.6,"H"
"23122",2005,"Battles","Military Forces of Democratic Republic of Congo (2003-)","Mayi-Mayi Militia","Democratic Republic of Congo","Nord-Kivu","Goma",-1.66,29.21,643870,20050206,87.8,"KIGALI INTL",30.13,-1.96,"H"
"21474",2008,"Violence against civilians","ZANU-PF: Zimbabwe African National Union-Patriotic Front Militia","Civilians (MDC - Movement for Democratic Change)","Zimbabwe","Mashonaland Central","Muzarabani",-15.75,29.33,676650,20080513,86.69,"LUSAKA INTERNATIONA",28.45,-15.31,"M"
"20335",2005,"Violence against civilians","Police Forces of Nigeria (1999-2007)","Civilians (Nigeria)","Nigeria","Lagos State","Lagos City",6.45,3.39,652010,20051123,86,"LAGOS/IKEJA",3.33,6.58,"M"
"15009",2006,"Battles","Military Forces of Democratic Republic of Congo (2003-)","FDLR: Democratic Forces for the Liberation of Rwanda","Democratic Republic of Congo","Sud-Kivu","Bunyakiri in Kalehe Territory",-2.06,28.56,643870,20060716,83.09,"KIGALI INTL",30.13,-1.96,"M"
"28594",1998,"Violence against civilians","Unidentified Armed Group (Nigeria)","Civilians (Nigeria)","Nigeria","Lagos State","Lagos City",6.45,3.39,653440,19980227,92.3,"COTONOU",2.38,6.34,"H"
"35510",2004,"Violence against civilians","Military Forces of Sudan (1989-)","Civilians (Sudan)","Sudan","Northern Darfur","El Geneina",13.44,22.45,647560,20040508,109.4,"ABECHE",20.85,13.85,"H"
